is_goal,match_event_id,location_x,location_y,remaining_min,power_of_shot1,knockout_match2,game_season,remaining_sec1,distance_of_shot1,area_of_shot,shot_basics,range_of_shot,team_name,date_of_game,home_away,shot_id_number,lat_lng,type_of_shot,type_of_combined_shot,match_id,team_id,remaining_min.1,power_of_shot,knockout_match1,remaining_sec2,distance_of_shot2
1,486,18,159,,4,0,2011-12,5,36,Center(C),Mid Range,16-24 ft.,Manchester United,04-03-2012,MANU vs. MIA,18950,"42.982923, -71.446094",shot - 3,shot - 3,21100547,1610612747,1,4,0,5,36
0,261,177,296,0,2,0,2010-11,0,54,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,29-12-2010,MANU @ NOH,17053,"30.018061, -90.022651",shot - 14,,21000467,1610612747,0,2,0,0,43.4
0,262,0,0,9,3,0,2006-07,52,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,27-03-2007,MANU vs. MEM,11144,"42.982923, -71.446094",shot - 4,shot - 4,20601057,1610612747,9,3,0,52,20
1,,51,243,,3,0,2002-03,51,44,Center(C),Penalty Spot,24+ ft.,Manchester United,06-02-2003,MANU @ NYK,4172,"40.708999, -73.872430",shot - 3,shot - 3,20200705,1610612747,4,3,0,51,27.4
0,351,-160,213,6,3,0,2015-16,15,46,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,06-12-2015,MANU @ DET,22089,"42.379455, -83.115635",shot - 52,,21500301,1610612747,6,3,0,15,46
1,66,159,71,3,1,0,2006-07,59,37,Right Side(R),Mid Range,16-24 ft.,Manchester United,11-02-2007,MANU @ CLE,10658,"41.484971, -81.671552",shot - 8,,20600759,1610612747,3,1,0,,37
0,2,181,181,11,1,1,2009-10,43,45,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,15-06-2010,MANU vs. BOS,29501,"42.982923, -71.446094",shot - 3,shot - 3,40900406,1610612747,11,1,1,43,45
1,340,0,0,2,3,0,1997-98,9,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,26-12-1997,MANU vs. LAC,23666,"42.982923, -71.446094",shot - 1,shot - 1,29700390,1610612747,2,3,0,115.2,20
0,326,-158,209,3,3,0,1999-00,41,46,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,19-03-2000,MANU @ NYK,25920,"40.708999, -73.872430",shot - 43,,29900947,1610612747,3,3,,41,46
0,461,132,165,4,4,0,,42,41,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,16-01-2009,MANU vs. ORL,13945,"42.982923, -71.446094",shot - 36,,20800589,1610612747,4,,82.8,42,41
0,66,79,154,,1,0,2015-16,38,37,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,14-01-2016,MANU @ GSW,22343,"37.754130, -122.437947",shot - 3,shot - 3,21500592,1610612747,4,1,,38,22.4
1,396,-166,57,9,4,0,2000-01,5,37,Left Side(L),Mid Range,16-24 ft.,Manchester United,15-03-2001,MANU @ DET,1350,"42.379455, -83.115635",shot - 38,,20000936,1610612747,9,89.36,,5,37
1,33,233,89,7,1,0,2010-11,42,44,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,,MANU @ NYK,17466,"40.708999, -73.872430",shot - 3,shot - 3,21000793,1610612747,7,1,97.8,42,72.4
0,363,72,28,0,3,0,,49,27,Center(C),Goal Line,Less Than 8 ft.,Manchester United,25-02-2004,MANU @ DEN,5719,"39.739968, -104.954013",shot - 3,shot - 3,20300831,1610612747,0,68.36,0,61.2,27
0,66,0,0,4,1,1,2001-02,49,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,07-05-2002,MANU vs. SAS,26644,"42.982923, -71.446094",shot - 4,shot - 4,40100232,1610612747,34.64,1,1,143.7856,20
0,313,18,160,2,3,0,2001-02,30,36,Center(C),Mid Range,16-24 ft.,Manchester United,23-01-2002,MANU @ LAC,2307,"34.189593, -118.471724",shot - 32,,20100595,1610612747,2,3,0,30,36
1,449,36,66,7,4,0,2004-05,23,27,Center(C),Goal Line,Less Than 8 ft.,Manchester United,02-01-2005,MANU vs. DEN,6804,"42.982923, -71.446094",shot - 36,,20400439,1610612747,7,4,0,52.2,27
1,151,-175,132,10,2,0,,37.2,41,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,,MANU vs. MIN,23393,"42.982923, -71.446094",shot - 3,shot - 3,29700144,1610612747,10,90.36,0,37.2,41
0,316,76,46,4,3,0,1997-98,28,28,Right Side(R),Goal Line,8-16 ft.,Manchester United,06-01-1998,MANU @ VAN,23722,"49.250068, -123.114646",shot - 14,,29700464,1610612747,83.2,3,0,28,84.4
1,530,0,0,2,4,0,,7,20,Center(C),,Less Than 8 ft.,Manchester United,04-12-2009,MANU vs. MIA,15263,"42.982923, -71.446094",shot - 11,,20900281,1610612747,36.64,42.36,0,7,61.4
0,66,-150,198,4,1,0,,46,44,,Penalty Spot,24+ ft.,Manchester United,09-12-2012,MANU vs. UTA,19802,"42.982923, -71.446094",shot - 4,,21200297,1610612747,4,1,0,46,44
0,,84,230,0,2,1,2003-04,38,44,Right Side Center(RC),Penalty Spot,24+ ft.,,,MANU vs. MIN,27581,"42.982923, -71.446094",shot - 3,shot - 3,40300313,1610612747,0,2,1,38,44
0,26,73,75,8,1,0,,44,30,Right Side(R),Goal Line,8-16 ft.,Manchester United,04-12-2015,MANU @ ATL,22061,"33.768092, -84.393817",shot - 9,,21500286,1610612747,95.2,78.36,0,44,30
0,340,0,0,1,3,0,2002-03,36,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,,MANU @ MIL,4662,"43.062206, -87.944754",shot - 4,shot - 4,20200946,1610612747,1,3,0,36,20
0,244,1,49,8,3,0,2007-08,49,24,Center(C),Goal Line,Less Than 8 ft.,Manchester United,21-03-2008,MANU vs. SEA,12873,"42.982923, -71.446094",shot - 3,shot - 3,20701027,1610612747,,3,0,49,24
1,,0,0,3,2,0,2000-01,56,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,30-12-2000,MANU @ LAC,726,"34.189593, -118.471724",shot - 46,,20000434,1610612747,3,2,107.928,56,20
0,386,148,95,2,4,0,,52,37,Right Side(R),Mid Range,16-24 ft.,Manchester United,10-03-2006,MANU @ SAS,9170,"29.444994, -98.524120",shot - 44,,20500916,1610612747,2,4,0,101.2,37
1,79,,113,3,1,0,2008-09,38,32,Center(C),,8-16 ft.,Manchester United,30-01-2009,MANU @ MIN,14053,"46.667324, -94.419250",shot - 36,,20800687,1610612747,3,1,0,38,32
0,120,-171,236,0,1,0,2012-13,0,49,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,17-01-2013,MANU vs. MIA,20240,"42.982923, -71.446094",shot - 3,shot - 3,21200583,1610612747,0,1,0,0,
1,278,0,0,7,3,1,,53,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,02-05-2006,MANU @ PHX,27850,"33.552026, -112.071667",shot - 4,,40500155,1610612747,22.64,109.36,1,53,20
0,,152,126,3,1,0,2012-13,11,39,,Mid Range,,Manchester United,25-12-2012,MANU vs. NYK,19995,"42.982923, -71.446094",shot - 24,,21200406,1610612747,3,1,0,11,39
0,296,-72,-9,5,3,0,2004-05,22,27,Center(C),Goal Line,Less Than 8 ft.,Manchester United,14-03-2005,MANU @ WAS,7194,"38.919619, -77.015211",shot - 3,shot - 3,20400930,1610612747,5,54.36,0,22,87.728
0,375,0,0,1,3,0,2005-06,29,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,03-11-2005,MANU vs. PHX,7578,"42.982923, -71.446094",shot - 4,shot - 4,20500019,1610612747,1,3,0,78.7856,20
1,453,-163,201,4,4,0,2008-09,23,45,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,03-04-2009,MANU vs. HOU,14770,,shot - 3,shot - 3,20801134,1610612747,4,98.36,0,23,45
0,20,0,187,8,1,0,2005-06,43,38,Center(C),Mid Range,16-24 ft.,Manchester United,,MANU vs. TOR,8572,,shot - 50,,20500591,1610612747,8,90.36,0,43,38
1,384,-16,43,8,4,0,2005-06,39,24,Center(C),Goal Line,Less Than 8 ft.,Manchester United,04-12-2005,,7985,"42.982923, -71.446094",shot - 42,,20500244,1610612747,54.2,83.36,0,39,24
1,346,-73,246,4,3,0,,5,45,Center(C),Penalty Spot,24+ ft.,Manchester United,28-11-2010,MANU vs. IND,16769,"42.982923, -71.446094",shot - 10,,21000249,1610612747,47.2,3,101.8,5,45
1,311,-139,116,3,3,0,2012-13,10,38,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,05-04-2013,MANU vs. MEM,20908,"42.982923, -71.446094",shot - 3,shot - 3,21201137,1610612747,3,3,0,10,38
0,339,70,124,3,3,1,,19,,Center(C),Goal Line,,Manchester United,04-05-2011,MANU vs. DAL,29691,"42.982923, -71.446094",shot - 3,shot - 3,41000232,1610612747,3,3,1,140.7856,61.4
1,429,20,19,1,3,0,2014-15,1,22,Center(C),Goal Area,Less Than 8 ft.,Manchester United,16-11-2014,MANU vs. GSW,21318,"42.982923, -71.446094",shot - 4,,21400145,1610612747,1,3,0,1,22
1,,0,0,,1,1,,4,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,04-06-2009,MANU vs. ORL,28902,"42.982923, -71.446094",shot - 4,,40800401,1610612747,7,1,1,4,20
0,207,0,0,2,2,0,2009-10,3,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,03-11-2009,MANU @ OKC,14947,"35.492151, -97.519011",shot - 39,,20900057,1610612747,99.64,2,0,3,20
1,373,133,210,8,4,0,2004-05,24,44,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,20-03-2005,MANU vs. SEA,7265,"42.982923, -71.446094",shot - 3,shot - 3,20400984,1610612747,8,4,0,95.2,44
1,329,162,187,11,3,0,2008-09,11,44,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,28-12-2008,MANU vs. GSW,13755,"42.982923, -71.446094",shot - 3,shot - 3,20800449,1610612747,11,,0,11,44
0,373,181,192,8,4,1,2005-06,35,46,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,23-04-2006,MANU @ PHX,27776,"33.552026, -112.071667",shot - 3,shot - 3,40500151,1610612747,24.64,4,1,56.2,46
0,82,-232,0,1,1,1,2008-09,16,43,Left Side(L),Left Corner,24+ ft.,Manchester United,10-05-2009,MANU @ HOU,28697,"29.740325, -95.365762",shot - 3,shot - 3,40800224,1610612747,1,1,58.928,16,43
0,437,233,21,9,4,0,,19,43,Right Side(R),Right Corner,24+ ft.,Manchester United,13-11-2015,,21899,"32.757824, -96.786653",shot - 38,,21500135,1610612747,9,112.36,0,41.2,43
0,255,-130,111,11,3,0,2015-16,17,37,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,23-12-2015,MANU vs. OKC,22218,"42.982923, -71.446094",shot - 34,,21500435,1610612747,11,69.36,0,112.2,27.4
0,,0,608,0,2,0,2004-05,0,80,Mid Ground(MG),Mid Ground Line,Back Court Shot,Manchester United,,MANU @ HOU,6353,"29.740325, -95.365762",shot - 3,shot - 3,20400087,1610612747,0,2,0,0,
0,339,144,71,9,4,0,2005-06,5,36,Right Side(R),Mid Range,16-24 ft.,Manchester United,20-01-2006,MANU @ PHX,8561,"33.552026, -112.071667",shot - 4,,20500573,1610612747,47.64,83.36,0,114.7856,
0,,75,168,5,2,0,2006-07,8,38,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,22-03-2007,MANU @ MEM,11042,"35.103812, -89.964007",shot - 15,,20601016,1610612747,79.64,2,0,,38
0,277,13,137,0,2,0,2002-03,0,33,Center(C),Goal Line,8-16 ft.,Manchester United,08-12-2002,MANU vs. UTA,3598,"42.982923, -71.446094",shot - 3,shot - 3,20200292,1610612747,0,2,0,0,96.4
0,208,21,41,5,2,0,2011-12,19,24,Center(C),Goal Line,Less Than 8 ft.,Manchester United,09-03-2012,MANU @ MIN,19018,"46.667324, -94.419250",shot - 26,,21100589,1610612747,5,2,0,19,24
0,187,111,48,1,2,0,1998-99,35,32,Right Side(R),Mid Range,8-16 ft.,Manchester United,24-04-1999,,24944,"29.444994, -98.524120",shot - 12,,29800629,1610612747,1,2,27.8,35,32
1,151,0,,6,2,0,1999-00,36,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,29-02-2000,MANU @ POR,25739,"45.539131, -122.651648",shot - 39,,29900816,1610612747,6,2,0,23.2,20
0,527,51,119,,4,0,2014-15,47,32,Center(C),Goal Line,8-16 ft.,Manchester United,02-01-2015,MANU vs. MEM,21713,"42.982923, -71.446094",shot - 36,,21400494,1610612747,1,4,99.928,47,32
1,199,-101,170,3,2,0,2009-10,41,39,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,26-12-2009,MANU @ SAC,15513,"38.567296, -121.456638",shot - 3,shot - 3,20900437,1610612747,3,2,0,41,107.728
0,400,-112,115,6,4,0,2011-12,57,36,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,31-03-2012,MANU vs. NOH,19284,"42.982923, -71.446094",shot - 38,,21100769,1610612747,91.64,4,0,57,36
1,253,0,0,9,3,0,1999-00,18,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,,MANU vs. PHX,25981,"42.982923, -71.446094",shot - 39,,29900990,1610612747,9,3,,18,
0,283,-72,181,10,3,1,2006-07,14,39,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,02-05-2007,MANU @ PHX,28023,"33.552026, -112.071667",shot - 23,,40600155,1610612747,88.64,3,1,14,39
0,490,192,169,4,4,0,2015-16,33,45,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,08-02-2016,MANU @ IND,22513,"40.361408, -86.186052",shot - 13,,21500776,1610612747,4,4,57.928,22.2,45
0,4,0,0,11,1,0,,15,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,28-02-1999,MANU vs. HOU,24457,"42.982923, -71.446094",shot - 4,,29800186,1610612747,11,99.36,0,15,20
0,419,-218,158,5,4,1,1996-97,13,46,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,,MANU vs. UTA,30070,"42.982923, -71.446094",shot - 22,,49600052,1610612747,114.64,4,105.928,82.7856,46
1,83,0,0,3,1,0,,21,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,15-02-2007,,10705,"42.982923, -71.446094",shot - 12,,20600789,1610612747,3,1,71.608,21,20
1,41,182,40,7,1,0,2002-03,33,38,Right Side(R),Mid Range,16-24 ft.,,15-11-2002,MANU vs. GSW,3296,"42.982923, -71.446094",shot - 18,,20200127,1610612747,7,1,0,33,66.4
0,458,181,9,6,4,1,2009-10,13,38,,Mid Range,16-24 ft.,Manchester United,19-05-2010,MANU vs. PHX,29282,,shot - 3,shot - 3,40900312,1610612747,6,4,66.35232,13,
0,101,111,4,2,1,0,2014-15,28,31,Right Side(R),Mid Range,,Manchester United,15-12-2014,MANU @ IND,21615,"40.361408, -86.186052",shot - 3,shot - 3,21400356,1610612747,117.64,1,,28,31
1,260,-161,22,9,3,0,2004-05,14,36,,Mid Range,16-24 ft.,Manchester United,17-11-2004,MANU vs. LAC,6371,"42.982923, -71.446094",shot - 3,shot - 3,20400115,1610612747,9,3,0,99.2,36
0,191,125,176,4,2,1,,40,41,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,04-05-2009,MANU vs. HOU,28612,"42.982923, -71.446094",shot - 52,,40800221,1610612747,71.64,2,1,40,70.4
1,,-26,33,7,4,0,2012-13,3,24,,,,Manchester United,07-12-2012,MANU @ OKC,,"35.492151, -97.519011",shot - 3,shot - 3,21200280,1610612747,7,4,0,52.2,16.4
0,393,105,190,9,4,0,,22,41,,Mid Range,16-24 ft.,Manchester United,16-01-2012,,18440,"42.982923, -71.446094",shot - 52,,21100194,1610612747,22.64,4,0,22,41
0,240,-106,71,1,2,0,,8,32,Left Side(L),Mid Range,8-16 ft.,Manchester United,14-03-2011,MANU vs. ORL,17761,"42.982923, -71.446094",shot - 3,shot - 3,21000999,1610612747,1,2,0,8,32
0,370,-36,230,3,3,0,2006-07,1,43,Center(C),Mid Range,16-24 ft.,Manchester United,25-03-2007,MANU vs. GSW,11119,"42.982923, -71.446094",shot - 36,,20601044,1610612747,19.2,3,0,1,43
0,436,-59,10,,4,,2006-07,57,25,Center(C),Goal Line,Less Than 8 ft.,Manchester United,03-11-2006,MANU vs. SEA,9721,,shot - 3,shot - 3,20600029,1610612747,1,4,115.928,57,25
0,441,233,26,4,4,0,2015-16,10,43,Right Side(R),Right Corner,24+ ft.,Manchester United,04-12-2015,MANU @ ATL,22075,"33.768092, -84.393817",shot - 21,,21500286,1610612747,91.64,4,122.928,144.7856,43
0,72,155,46,5,1,0,,2,36,Right Side(R),Mid Range,16-24 ft.,Manchester United,,MANU @ OKC,22845,"35.492151, -97.519011",shot - 17,,21501209,1610612747,5,50.36,0,2,36
1,506,,142,0,4,0,2010-11,22,39,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,08-12-2010,MANU @ LAC,16890,"34.189593, -118.471724",shot - 41,,21000326,1610612747,114.64,4,0,,37.4
1,39,-98,-25,7,1,1,,7,30,Left Side(L),Mid Range,8-16 ft.,Manchester United,10-06-2001,MANU @ PHI,26499,"39.993941, -75.143458",shot - 32,,40000085,1610612747,94.64,1,,7,30
1,508,215,124,3,4,0,2015-16,20,44,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,23-03-2016,MANU @ PHX,22686,"33.552026, -112.071667",shot - 3,shot - 3,21501065,1610612747,82.64,4,0,20,44
1,384,138,-37,9,4,0,,12,34,Right Side(R),Mid Range,8-16 ft.,Manchester United,28-02-2004,,,"38.919619, -77.015211",shot - 3,shot - 3,20300848,1610612747,9,4,53.928,12,34
1,90,0,0,,1,0,,24,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,,MANU vs. CHI,23843,"42.982923, -71.446094",shot - 4,,29700647,1610612747,2,1,0,24,43.4
1,61,-6,-1,4,1,1,,57,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,,MANU @ SAS,28294,"29.444994, -98.524120",shot - 1,shot - 1,40700313,1610612747,83.2,43.36,1,139.7856,20
1,344,0,0,9,4,0,2002-03,57,20,Center(C),Goal Area,,Manchester United,13-12-2002,MANU vs. NOH,3633,"42.982923, -71.446094",shot - 1,shot - 1,20200326,1610612747,23.64,,,57,20
1,259,138,118,10,3,0,2001-02,7,38,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,02-11-2001,MANU vs. PHX,1562,"42.982923, -71.446094",shot - 44,,20100033,1610612747,41.2,3,0,69.2,38
0,436,-65,170,3,4,0,,54,38,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,20-11-2008,MANU @ PHX,13350,"33.552026, -112.071667",shot - 3,shot - 3,20800170,1610612747,65.64,4,,67.2,38
1,180,-161,,5,2,0,2004-05,19,37,Left Side(L),Mid Range,16-24 ft.,Manchester United,14-12-2004,MANU @ SEA,6633,"47.633181, -122.308343",shot - 3,shot - 3,20400315,1610612747,5,2,0,22.2,37
1,276,0,0,10,3,1,2000-01,29,20,Center(C),Goal Area,Less Than 8 ft.,,15-06-2001,MANU @ PHI,,"39.993941, -75.143458",shot - 4,shot - 4,40000087,1610612747,10,3,1,29,20
0,165,72,153,,2,0,2006-07,2,36,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,04-04-2007,MANU @ LAC,,"34.189593, -118.471724",shot - 0,,20601118,1610612747,6,24.36,0,2,36
1,288,-6,-6,4,3,0,2007-08,58,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,23-01-2008,MANU @ SAS,12290,"29.444994, -98.524120",shot - 5,shot - 5,20700618,1610612747,,3,0,58,66.4
1,134,0,0,9,2,0,1996-97,53,,,Goal Area,Less Than 8 ft.,Manchester United,13-02-1997,MANU @ DEN,23132,"39.739968, -104.954013",shot - 39,,29600704,1610612747,9,46.36,0,53,20
1,401,177,19,2,3,0,2008-09,58,37,Right Side(R),Mid Range,16-24 ft.,Manchester United,01-11-2008,MANU @ DEN,,"39.739968, -104.954013",shot - 3,shot - 3,20800037,1610612747,93.2,3,0,58,37
1,79,-1,0,2,1,1,2000-01,4,20,Center(C),Goal Area,Less Than 8 ft.,Manchester United,19-05-2001,MANU @ SAS,26351,"29.444994, -98.524120",shot - 4,shot - 4,40000069,1610612747,2,1,1,4,20
0,138,154,5,11,2,0,1998-99,24,35,Right Side(R),Mid Range,8-16 ft.,Manchester United,19-03-1999,MANU @ PHI,24622,"39.993941, -75.143458",shot - 9,,29800333,1610612747,11,2,0,135.7856,35
1,14,-148,45,10,1,0,2004-05,25,35,Left Side(L),Mid Range,8-16 ft.,Manchester United,28-02-2005,MANU @ NYK,7021,"40.708999, -73.872430",shot - 52,,20400831,1610612747,80.2,1,0,25,35
0,169,165,19,5,2,0,2008-09,28,36,Right Side(R),Mid Range,16-24 ft.,Manchester United,21-03-2009,,14623,"41.845137, -87.660450",shot - 43,,20801038,1610612747,69.64,2,0,28,
0,341,85,184,0,3,0,2000-01,29,40,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,13-01-2001,MANU @ UTA,822,"40.774891, -111.930790",shot - 3,shot - 3,20000529,1610612747,0,3,0,29,40
0,311,-130,81,5,3,0,2005-06,24,35,Left Side(L),Mid Range,8-16 ft.,,26-02-2006,MANU vs. BOS,8969,"42.982923, -71.446094",shot - 3,shot - 3,20500826,1610612747,5,3,0,24,
1,377,39,175,8,4,0,2000-01,43,37,Center(C),Mid Range,16-24 ft.,Manchester United,15-12-2000,MANU vs. VAN,575,"42.982923, -71.446094",shot - 15,,20000334,1610612747,75.2,4,0,43,37
1,141,-169,167,9,2,1,2009-10,6,43,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,24-04-2010,MANU @ OKC,29109,"35.492151, -97.519011",shot - 36,,40900144,1610612747,9,2,1,6,43
1,247,18,1,10,3,0,2011-12,49,21,Center(C),Goal Area,Less Than 8 ft.,,20-02-2012,MANU vs. POR,18829,"42.982923, -71.446094",shot - 4,,21100479,1610612747,22.2,70.6,0,49,21
1,208,114,,4,2,1,2008-09,7,36,Right Side Center(RC),Mid Range,,Manchester United,19-04-2009,,28505,"42.982923, -71.446094",shot - 3,shot - 3,40800141,1610612747,4,2,1,7,36
0,79,46,41,5,1,0,2015-16,9,26,Center(C),Goal Line,,,22-12-2015,MANU @ DEN,22184,"39.739968, -104.954013",shot - 3,shot - 3,21500422,1610612747,5,1,121.928,9,26
0,40,6,,7,1,1,,3,21,Center(C),Goal Area,Less Than 8 ft.,Manchester United,05-05-2004,MANU @ SAS,27434,,shot - 4,shot - 4,40300232,1610612747,,1,1,3,21
0,66,159,26,4,1,0,2001-02,21,36,,Mid Range,16-24 ft.,Manchester United,25-12-2001,,1950,"42.982923, -71.446094",shot - 3,shot - 3,20100387,1610612747,110.64,1,57.8,,36
0,266,-28,40,6,3,0,2002-03,42,24,Center(C),Goal Line,Less Than 8 ft.,Manchester United,10-12-2002,MANU @ GSW,3618,"37.754130, -122.437947",shot - 3,shot - 3,20200305,1610612747,6,3,0,42,24
1,316,-133,129,0,3,0,1996-97,8,38,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,08-04-1997,MANU @ GSW,23291,"37.754130, -122.437947",shot - 6,,29601099,1610612747,34.2,3,0,8,38
0,244,29,171,10,3,0,1999-00,17,37,Center(C),Mid Range,16-24 ft.,Manchester United,28-01-2000,MANU vs. MIL,25521,"42.982923, -71.446094",shot - 3,shot - 3,29900611,1610612747,10,3,0,17,99.4
0,266,97,68,6,3,1,2003-04,57,31,Right Side(R),Mid Range,,Manchester United,10-06-2004,MANU @ DET,27712,"42.379455, -83.115635",shot - 3,shot - 3,40300403,1610612747,85.64,34.36,128.35232,57,31
1,416,-3,53,,4,0,2005-06,37,25,Center(C),,Less Than 8 ft.,Manchester United,11-11-2005,MANU @ PHI,7696,"39.993941, -75.143458",shot - 3,shot - 3,20500077,1610612747,0,4,90.608,75.7856,25
0,297,-149,30,8,3,0,,55,35,Left Side(L),Mid Range,8-16 ft.,Manchester United,09-03-2012,,19024,"46.667324, -94.419250",shot - 53,,21100589,1610612747,8,3,0,55,55.4
0,467,-141,236,3,4,0,2014-15,43,47,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,07-12-2014,,21540,"42.982923, -71.446094",shot - 48,,21400300,1610612747,3,4,0,43,47
0,457,0,0,0,4,0,2008-09,33,20,Center(C),Goal Area,,Manchester United,21-01-2009,MANU @ LAC,13990,"34.189593, -118.471724",shot - 39,,20800627,1610612747,,4,0,117.2,20
0,66,119,215,5,1,0,2001-02,6,44,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,,MANU @ DAL,2409,"32.757824, -96.786653",shot - 5,,20100668,1610612747,5,1,0,79.2,44
0,17,-212,-26,9,1,1,2002-03,31,41,Left Side(L),Mid Range,16-24 ft.,Manchester United,29-04-2003,MANU @ MIN,27101,"46.667324, -94.419250",shot - 5,,40200175,1610612747,9,1,1,31,41
0,325,199,-8,3,3,0,2004-05,20,39,Right Side(R),Mid Range,16-24 ft.,Manchester United,17-03-2005,MANU @ MIA,7232,"25.790710, -80.207819",shot - 3,shot - 3,20400954,1610612747,3,3,82.8,20,39
0,164,138,66,8,2,0,2003-04,49,35,Right Side(R),Mid Range,8-16 ft.,Manchester United,19-11-2003,MANU @ NYK,5191,"40.708999, -73.872430",shot - 3,shot - 3,20300156,1610612747,,2,0,49,35
0,192,-30,123,3,2,0,2010-11,9,32,Center(C),Goal Line,8-16 ft.,Manchester United,14-02-2011,MANU @ CHA,17509,"35.262047, -80.865746",shot - 3,shot - 3,21000812,1610612747,3,2,0,9,51.728
1,230,69,80,2,2,0,,21,30,Right Side(R),Goal Line,8-16 ft.,Manchester United,13-03-2016,MANU vs. NYK,22650,"42.982923, -71.446094",shot - 17,,21500987,1610612747,,2,0,21,30
0,238,-60,36,10,3,0,2008-09,1,,Center(C),Goal Line,Less Than 8 ft.,,31-03-2009,MANU @ CHA,14729,"35.262047, -80.865746",shot - 17,,20801104,1610612747,10,3,0,1,26
0,40,155,219,7,1,0,2010-11,40,46,Right Side Center(RC),Penalty Spot,24+ ft.,,09-11-2010,MANU vs. MIN,16553,"42.982923, -71.446094",shot - 36,,21000107,1610612747,7,1,0,40,46
